ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
95673,7,2019,Gas- Commercial,Y,0,0,NA
95673,8,2019,Gas- Commercial,Y,0,0,NA
95673,9,2019,Gas- Commercial,Y,0,0,NA
95677,7,2019,Gas- Commercial,Y,0,0,NA
95677,8,2019,Gas- Commercial,Y,0,0,NA
95677,9,2019,Gas- Commercial,Y,0,0,NA
95678,7,2019,Gas- Commercial,Y,0,0,NA
95678,8,2019,Gas- Commercial,Y,0,0,NA
95678,9,2019,Gas- Commercial,Y,0,0,NA
95681,7,2019,Gas- Commercial,Y,0,0,NA
95681,8,2019,Gas- Commercial,Y,0,0,NA
95681,9,2019,Gas- Commercial,Y,0,0,NA
95685,7,2019,Gas- Commercial,Y,0,0,NA
95685,8,2019,Gas- Commercial,Y,0,0,NA
95685,9,2019,Gas- Commercial,Y,0,0,NA
95687,7,2019,Gas- Commercial,Y,0,0,NA
95687,8,2019,Gas- Commercial,Y,0,0,NA
95687,9,2019,Gas- Commercial,Y,0,0,NA
95688,7,2019,Gas- Commercial,Y,0,0,NA
95688,8,2019,Gas- Commercial,Y,0,0,NA
95688,9,2019,Gas- Commercial,Y,0,0,NA
95691,7,2019,Gas- Commercial,Y,0,0,NA
95691,8,2019,Gas- Commercial,Y,0,0,NA
95691,9,2019,Gas- Commercial,Y,0,0,NA
95692,7,2019,Gas- Commercial,Y,0,0,NA
95692,8,2019,Gas- Commercial,Y,0,0,NA
95692,9,2019,Gas- Commercial,Y,0,0,NA
95694,7,2019,Gas- Commercial,Y,0,0,NA
95694,8,2019,Gas- Commercial,Y,0,0,NA
95694,9,2019,Gas- Commercial,Y,0,0,NA
95695,7,2019,Gas- Commercial,Y,603,58914,98
95695,8,2019,Gas- Commercial,Y,599,53976,90
95695,9,2019,Gas- Commercial,Y,0,0,NA
95698,7,2019,Gas- Commercial,Y,0,0,NA
95698,8,2019,Gas- Commercial,Y,0,0,NA
95698,9,2019,Gas- Commercial,Y,0,0,NA
95720,7,2019,Gas- Commercial,Y,0,0,NA
95720,8,2019,Gas- Commercial,Y,0,0,NA
95720,9,2019,Gas- Commercial,Y,0,0,NA
95722,7,2019,Gas- Commercial,Y,0,0,NA
95722,8,2019,Gas- Commercial,Y,0,0,NA
95722,9,2019,Gas- Commercial,Y,0,0,NA
95742,7,2019,Gas- Commercial,Y,0,0,NA
95742,8,2019,Gas- Commercial,Y,0,0,NA
95742,9,2019,Gas- Commercial,Y,0,0,NA
95746,7,2019,Gas- Commercial,N,194,16195,83
95746,8,2019,Gas- Commercial,N,193,17844,92
95746,9,2019,Gas- Commercial,N,191,19182,100
95747,7,2019,Gas- Commercial,Y,0,0,NA
95747,8,2019,Gas- Commercial,Y,0,0,NA
95747,9,2019,Gas- Commercial,Y,0,0,NA
95757,7,2019,Gas- Commercial,Y,0,0,NA
95757,8,2019,Gas- Commercial,Y,0,0,NA
95757,9,2019,Gas- Commercial,Y,0,0,NA
95758,7,2019,Gas- Commercial,Y,0,0,NA
95758,8,2019,Gas- Commercial,Y,0,0,NA
95758,9,2019,Gas- Commercial,Y,0,0,NA
95762,7,2019,Gas- Commercial,Y,485,42038,87
95762,8,2019,Gas- Commercial,Y,482,43722,91
95762,9,2019,Gas- Commercial,Y,486,56808,117
95765,7,2019,Gas- Commercial,Y,0,0,NA
95765,8,2019,Gas- Commercial,Y,0,0,NA
95765,9,2019,Gas- Commercial,Y,0,0,NA
95776,7,2019,Gas- Commercial,Y,0,0,NA
95776,8,2019,Gas- Commercial,Y,0,0,NA
95776,9,2019,Gas- Commercial,Y,0,0,NA
95811,7,2019,Gas- Commercial,N,250,53317,213
95811,8,2019,Gas- Commercial,Y,0,0,NA
95811,9,2019,Gas- Commercial,Y,0,0,NA
95814,7,2019,Gas- Commercial,Y,0,0,NA
95814,8,2019,Gas- Commercial,Y,0,0,NA
95814,9,2019,Gas- Commercial,Y,0,0,NA
95815,7,2019,Gas- Commercial,Y,813,173237,213
95815,8,2019,Gas- Commercial,Y,816,174035,213
95815,9,2019,Gas- Commercial,Y,0,0,NA
95816,7,2019,Gas- Commercial,Y,725,144016,199
95816,8,2019,Gas- Commercial,Y,724,148795,206
95816,9,2019,Gas- Commercial,Y,0,0,NA
95817,7,2019,Gas- Commercial,N,152,35858,236
95817,8,2019,Gas- Commercial,N,153,35913,235
95817,9,2019,Gas- Commercial,Y,0,0,NA
95818,7,2019,Gas- Commercial,Y,0,0,NA
95818,8,2019,Gas- Commercial,Y,0,0,NA
95818,9,2019,Gas- Commercial,Y,0,0,NA
95819,7,2019,Gas- Commercial,Y,0,0,NA
95819,8,2019,Gas- Commercial,Y,0,0,NA
95819,9,2019,Gas- Commercial,Y,0,0,NA
95820,7,2019,Gas- Commercial,Y,568,105824,186
95820,8,2019,Gas- Commercial,Y,567,113706,201
95820,9,2019,Gas- Commercial,Y,0,0,NA
95821,7,2019,Gas- Commercial,N,385,48212,125
95821,8,2019,Gas- Commercial,N,385,45876,119
95821,9,2019,Gas- Commercial,N,384,52599,137
95822,7,2019,Gas- Commercial,Y,0,0,NA
95822,8,2019,Gas- Commercial,Y,0,0,NA
95822,9,2019,Gas- Commercial,Y,0,0,NA
95823,7,2019,Gas- Commercial,Y,1240,341621,276
95823,8,2019,Gas- Commercial,Y,1570,552677,352
95823,9,2019,Gas- Commercial,Y,1568,553746,353
95824,7,2019,Gas- Commercial,Y,0,0,NA
95824,8,2019,Gas- Commercial,Y,0,0,NA
95824,9,2019,Gas- Commercial,Y,0,0,NA
95825,7,2019,Gas- Commercial,N,765,146233,191
95825,8,2019,Gas- Commercial,N,764,142948,187
95825,9,2019,Gas- Commercial,Y,2940,741068,252
95826,7,2019,Gas- Commercial,Y,840,145865,174
95826,8,2019,Gas- Commercial,Y,840,144645,172
95826,9,2019,Gas- Commercial,Y,713,131074,184
95827,7,2019,Gas- Commercial,Y,0,0,NA
95827,8,2019,Gas- Commercial,Y,0,0,NA
95827,9,2019,Gas- Commercial,Y,0,0,NA
95828,7,2019,Gas- Commercial,Y,393,192386,490
95828,8,2019,Gas- Commercial,Y,0,0,NA
95828,9,2019,Gas- Commercial,Y,0,0,NA
95829,7,2019,Gas- Commercial,Y,0,0,NA
95829,8,2019,Gas- Commercial,Y,0,0,NA
95829,9,2019,Gas- Commercial,Y,0,0,NA
95830,7,2019,Gas- Commercial,Y,0,0,NA
95830,8,2019,Gas- Commercial,Y,0,0,NA
95830,9,2019,Gas- Commercial,Y,0,0,NA
95831,7,2019,Gas- Commercial,Y,0,0,NA
95831,8,2019,Gas- Commercial,Y,0,0,NA
95831,9,2019,Gas- Commercial,N,176,41567,236
95832,7,2019,Gas- Commercial,Y,0,0,NA
95832,8,2019,Gas- Commercial,Y,0,0,NA
95832,9,2019,Gas- Commercial,Y,0,0,NA
95833,7,2019,Gas- Commercial,Y,0,0,NA
95833,8,2019,Gas- Commercial,Y,0,0,NA
95833,9,2019,Gas- Commercial,Y,0,0,NA
95834,7,2019,Gas- Commercial,Y,4286,1046647,244
95834,8,2019,Gas- Commercial,Y,4536,1128751,249
95834,9,2019,Gas- Commercial,Y,3767,1000189,266
95835,7,2019,Gas- Commercial,Y,0,0,NA
95835,8,2019,Gas- Commercial,Y,0,0,NA
95835,9,2019,Gas- Commercial,N,69,29583,429
95836,7,2019,Gas- Commercial,Y,0,0,NA
95836,8,2019,Gas- Commercial,Y,0,0,NA
95836,9,2019,Gas- Commercial,Y,0,0,NA
95837,7,2019,Gas- Commercial,Y,0,0,NA
95837,8,2019,Gas- Commercial,Y,0,0,NA
95837,9,2019,Gas- Commercial,Y,0,0,NA
95838,7,2019,Gas- Commercial,Y,0,0,NA
95838,8,2019,Gas- Commercial,Y,0,0,NA
95838,9,2019,Gas- Commercial,Y,354,46555,132
95841,7,2019,Gas- Commercial,N,316,35877,114
95841,8,2019,Gas- Commercial,N,311,33979,109
95841,9,2019,Gas- Commercial,N,310,37416,121
95842,7,2019,Gas- Commercial,N,116,23646,204
95842,8,2019,Gas- Commercial,N,116,23236,200
95842,9,2019,Gas- Commercial,N,118,22863,194
95843,7,2019,Gas- Commercial,N,104,16523,159
95843,8,2019,Gas- Commercial,N,106,16732,158
95843,9,2019,Gas- Commercial,N,105,16845,160
95864,7,2019,Gas- Commercial,Y,0,0,NA
95864,8,2019,Gas- Commercial,Y,0,0,NA
95864,9,2019,Gas- Commercial,N,130,20557,158
95901,7,2019,Gas- Commercial,Y,0,0,NA
95901,8,2019,Gas- Commercial,Y,0,0,NA
95901,9,2019,Gas- Commercial,Y,0,0,NA
95903,7,2019,Gas- Commercial,Y,0,0,NA
95903,8,2019,Gas- Commercial,Y,0,0,NA
95903,9,2019,Gas- Commercial,Y,0,0,NA
95912,7,2019,Gas- Commercial,Y,0,0,NA
95912,8,2019,Gas- Commercial,Y,0,0,NA
95912,9,2019,Gas- Commercial,Y,0,0,NA
95917,7,2019,Gas- Commercial,Y,0,0,NA
95917,8,2019,Gas- Commercial,Y,0,0,NA
95917,9,2019,Gas- Commercial,Y,0,0,NA
95920,7,2019,Gas- Commercial,Y,0,0,NA
95920,8,2019,Gas- Commercial,Y,0,0,NA
95920,9,2019,Gas- Commercial,Y,0,0,NA
95926,7,2019,Gas- Commercial,Y,0,0,NA
95926,8,2019,Gas- Commercial,Y,3074,354251,115
95926,9,2019,Gas- Commercial,Y,1476,132104,90
95928,7,2019,Gas- Commercial,Y,4939,622389,126
95928,8,2019,Gas- Commercial,Y,0,0,NA
95928,9,2019,Gas- Commercial,Y,1550,244460,158
95932,7,2019,Gas- Commercial,Y,0,0,NA
95932,8,2019,Gas- Commercial,Y,0,0,NA
95932,9,2019,Gas- Commercial,Y,0,0,NA
95937,7,2019,Gas- Commercial,Y,0,0,NA
95937,8,2019,Gas- Commercial,Y,0,0,NA
95937,9,2019,Gas- Commercial,Y,0,0,NA
95938,7,2019,Gas- Commercial,Y,0,0,NA
95938,8,2019,Gas- Commercial,Y,0,0,NA
95938,9,2019,Gas- Commercial,Y,0,0,NA
95943,7,2019,Gas- Commercial,Y,0,0,NA
95943,8,2019,Gas- Commercial,Y,0,0,NA
95943,9,2019,Gas- Commercial,Y,0,0,NA
95945,7,2019,Gas- Commercial,Y,1201,97356,81
95945,8,2019,Gas- Commercial,Y,1197,100267,84
95945,9,2019,Gas- Commercial,Y,1156,109658,95
95946,7,2019,Gas- Commercial,Y,0,0,NA
95946,8,2019,Gas- Commercial,Y,0,0,NA
95946,9,2019,Gas- Commercial,Y,0,0,NA
95948,7,2019,Gas- Commercial,Y,0,0,NA
95948,8,2019,Gas- Commercial,Y,0,0,NA
95948,9,2019,Gas- Commercial,Y,0,0,NA
95949,7,2019,Gas- Commercial,Y,0,0,NA
95949,8,2019,Gas- Commercial,Y,0,0,NA
95949,9,2019,Gas- Commercial,Y,0,0,NA
95951,7,2019,Gas- Commercial,Y,0,0,NA
95951,8,2019,Gas- Commercial,Y,0,0,NA
95951,9,2019,Gas- Commercial,Y,0,0,NA
95953,7,2019,Gas- Commercial,Y,0,0,NA
95953,8,2019,Gas- Commercial,Y,0,0,NA
95953,9,2019,Gas- Commercial,Y,0,0,NA
95955,7,2019,Gas- Commercial,Y,0,0,NA
95955,8,2019,Gas- Commercial,Y,0,0,NA
95955,9,2019,Gas- Commercial,Y,0,0,NA
95957,7,2019,Gas- Commercial,Y,0,0,NA
95957,8,2019,Gas- Commercial,Y,0,0,NA
95957,9,2019,Gas- Commercial,Y,0,0,NA
95959,7,2019,Gas- Commercial,Y,0,0,NA
95959,8,2019,Gas- Commercial,Y,0,0,NA
95959,9,2019,Gas- Commercial,Y,0,0,NA
95961,7,2019,Gas- Commercial,Y,0,0,NA
95961,8,2019,Gas- Commercial,Y,0,0,NA
95961,9,2019,Gas- Commercial,Y,0,0,NA
95963,7,2019,Gas- Commercial,Y,0,0,NA
95963,8,2019,Gas- Commercial,Y,0,0,NA
95963,9,2019,Gas- Commercial,Y,0,0,NA
95965,7,2019,Gas- Commercial,Y,0,0,NA
95965,8,2019,Gas- Commercial,Y,855,88641,104
95965,9,2019,Gas- Commercial,Y,860,98507,115
95966,7,2019,Gas- Commercial,Y,0,0,NA
95966,8,2019,Gas- Commercial,Y,0,0,NA
95966,9,2019,Gas- Commercial,Y,0,0,NA
95968,7,2019,Gas- Commercial,Y,0,0,NA
95968,8,2019,Gas- Commercial,Y,0,0,NA
95968,9,2019,Gas- Commercial,Y,0,0,NA
95969,7,2019,Gas- Commercial,Y,0,0,NA
95969,8,2019,Gas- Commercial,Y,0,0,NA
95969,9,2019,Gas- Commercial,Y,0,0,NA
95970,7,2019,Gas- Commercial,Y,0,0,NA
95970,8,2019,Gas- Commercial,Y,0,0,NA
95970,9,2019,Gas- Commercial,Y,0,0,NA
95973,7,2019,Gas- Commercial,Y,0,0,NA
95973,8,2019,Gas- Commercial,Y,0,0,NA
95973,9,2019,Gas- Commercial,Y,0,0,NA
95975,7,2019,Gas- Commercial,Y,0,0,NA
95975,8,2019,Gas- Commercial,Y,0,0,NA
95975,9,2019,Gas- Commercial,Y,0,0,NA
95982,7,2019,Gas- Commercial,Y,0,0,NA
95982,8,2019,Gas- Commercial,Y,0,0,NA
95982,9,2019,Gas- Commercial,Y,0,0,NA
95987,7,2019,Gas- Commercial,Y,0,0,NA
95987,8,2019,Gas- Commercial,Y,0,0,NA
95987,9,2019,Gas- Commercial,Y,0,0,NA
95988,7,2019,Gas- Commercial,Y,0,0,NA
95988,8,2019,Gas- Commercial,Y,0,0,NA
95988,9,2019,Gas- Commercial,Y,0,0,NA
95991,7,2019,Gas- Commercial,Y,2549,365265,143
95991,8,2019,Gas- Commercial,Y,2736,693781,254
95991,9,2019,Gas- Commercial,Y,2944,1041497,354
95993,7,2019,Gas- Commercial,Y,0,0,NA
95993,8,2019,Gas- Commercial,Y,0,0,NA
95993,9,2019,Gas- Commercial,Y,0,0,NA
96001,7,2019,Gas- Commercial,Y,0,0,NA
96001,8,2019,Gas- Commercial,Y,0,0,NA
96001,9,2019,Gas- Commercial,Y,0,0,NA
96002,7,2019,Gas- Commercial,Y,1984,245115,124
96002,8,2019,Gas- Commercial,Y,1974,253899,129
96002,9,2019,Gas- Commercial,Y,1972,264883,134
96003,7,2019,Gas- Commercial,Y,619,76086,123
96003,8,2019,Gas- Commercial,Y,619,76231,123
96003,9,2019,Gas- Commercial,Y,619,82640,134
96007,7,2019,Gas- Commercial,Y,0,0,NA
96007,8,2019,Gas- Commercial,Y,0,0,NA
96007,9,2019,Gas- Commercial,Y,0,0,NA
96013,7,2019,Gas- Commercial,Y,210,15914,76
96013,8,2019,Gas- Commercial,Y,209,15237,73
96013,9,2019,Gas- Commercial,Y,212,19595,92
96019,7,2019,Gas- Commercial,Y,0,0,NA
96019,8,2019,Gas- Commercial,Y,0,0,NA
96019,9,2019,Gas- Commercial,Y,0,0,NA
96021,7,2019,Gas- Commercial,Y,0,0,NA
96021,8,2019,Gas- Commercial,Y,0,0,NA
96021,9,2019,Gas- Commercial,Y,0,0,NA
96022,7,2019,Gas- Commercial,Y,0,0,NA
96022,8,2019,Gas- Commercial,Y,0,0,NA
96022,9,2019,Gas- Commercial,Y,0,0,NA
96028,7,2019,Gas- Commercial,Y,0,0,NA
96028,8,2019,Gas- Commercial,Y,0,0,NA
96028,9,2019,Gas- Commercial,Y,0,0,NA
96035,7,2019,Gas- Commercial,Y,0,0,NA
96035,8,2019,Gas- Commercial,Y,0,0,NA
96035,9,2019,Gas- Commercial,Y,0,0,NA
96056,7,2019,Gas- Commercial,Y,0,0,NA
96056,8,2019,Gas- Commercial,Y,0,0,NA
96056,9,2019,Gas- Commercial,Y,0,0,NA
96076,7,2019,Gas- Commercial,Y,0,0,NA
96076,8,2019,Gas- Commercial,Y,0,0,NA
96076,9,2019,Gas- Commercial,Y,0,0,NA
96080,7,2019,Gas- Commercial,Y,0,0,NA
96080,8,2019,Gas- Commercial,Y,822,125735,153
96080,9,2019,Gas- Commercial,Y,635,85409,135
96088,7,2019,Gas- Commercial,Y,0,0,NA
96088,8,2019,Gas- Commercial,Y,0,0,NA
96088,9,2019,Gas- Commercial,Y,0,0,NA
92304,7,2019,Gas- Residential,Y,0,0,NA
92304,8,2019,Gas- Residential,Y,0,0,NA
92304,9,2019,Gas- Residential,Y,0,0,NA
92365,7,2019,Gas- Residential,Y,0,0,NA
92365,8,2019,Gas- Residential,Y,0,0,NA
92365,9,2019,Gas- Residential,Y,0,0,NA
93203,7,2019,Gas- Residential,Y,0,0,NA
93203,8,2019,Gas- Residential,Y,0,0,NA
93203,9,2019,Gas- Residential,Y,0,0,NA
93204,7,2019,Gas- Residential,N,2299,35668,16
93204,8,2019,Gas- Residential,N,2307,37120,16
93204,9,2019,Gas- Residential,N,2304,48527,21
93210,7,2019,Gas- Residential,Y,0,0,NA
93210,8,2019,Gas- Residential,Y,0,0,NA
93210,9,2019,Gas- Residential,Y,0,0,NA
93224,7,2019,Gas- Residential,Y,0,0,NA
93224,8,2019,Gas- Residential,Y,0,0,NA
93224,9,2019,Gas- Residential,Y,0,0,NA
93234,7,2019,Gas- Residential,Y,1454,25148,17
93234,8,2019,Gas- Residential,Y,1458,24094,17
93234,9,2019,Gas- Residential,Y,1456,23137,16
93239,7,2019,Gas- Residential,N,333,4604,14
93239,8,2019,Gas- Residential,N,333,4445,13
93239,9,2019,Gas- Residential,N,335,4723,14
93252,7,2019,Gas- Residential,N,373,5046,14
93252,8,2019,Gas- Residential,N,373,4769,13
93252,9,2019,Gas- Residential,N,372,5079,14
93263,7,2019,Gas- Residential,Y,0,0,NA
93263,8,2019,Gas- Residential,Y,0,0,NA
93263,9,2019,Gas- Residential,Y,0,0,NA
93268,7,2019,Gas- Residential,Y,4761,74588,16
93268,8,2019,Gas- Residential,Y,4787,75954,16
93268,9,2019,Gas- Residential,Y,4772,90387,19
93301,7,2019,Gas- Residential,N,5112,66916,13
93301,8,2019,Gas- Residential,N,5104,83301,16
93301,9,2019,Gas- Residential,N,5095,80554,16
93304,7,2019,Gas- Residential,N,15042,262918,17
93304,8,2019,Gas- Residential,N,15051,282546,19
93304,9,2019,Gas- Residential,N,15060,277012,18
93305,7,2019,Gas- Residential,N,10762,172703,16
93305,8,2019,Gas- Residential,N,10785,167771,16
93305,9,2019,Gas- Residential,N,10771,185943,17
93306,7,2019,Gas- Residential,N,21093,335236,16
93306,8,2019,Gas- Residential,N,21147,395550,19
93306,9,2019,Gas- Residential,N,21149,367906,17
93307,7,2019,Gas- Residential,Y,20546,362730,18
93307,8,2019,Gas- Residential,Y,20647,354690,17
93307,9,2019,Gas- Residential,Y,20625,358410,17
93308,7,2019,Gas- Residential,N,6018,98840,16
93308,8,2019,Gas- Residential,N,6037,98672,16
93308,9,2019,Gas- Residential,N,6018,93881,16
93309,7,2019,Gas- Residential,Y,12370,155778,13
93309,8,2019,Gas- Residential,Y,12376,158540,13
93309,9,2019,Gas- Residential,Y,12384,163789,13
93311,7,2019,Gas- Residential,N,9596,131444,14
93311,8,2019,Gas- Residential,N,9634,141244,15
93311,9,2019,Gas- Residential,N,9670,151508,16
93312,7,2019,Gas- Residential,Y,0,0,NA
93312,8,2019,Gas- Residential,Y,0,0,NA
93312,9,2019,Gas- Residential,Y,0,0,NA
93313,7,2019,Gas- Residential,N,14964,239576,16
93313,8,2019,Gas- Residential,N,14992,246681,16
93313,9,2019,Gas- Residential,N,15044,286851,19
93314,7,2019,Gas- Residential,Y,1350,17836,13
93314,8,2019,Gas- Residential,Y,1361,18206,13
93314,9,2019,Gas- Residential,Y,1369,19063,14
93446,7,2019,Gas- Residential,Y,0,0,NA
93446,8,2019,Gas- Residential,Y,0,0,NA
93446,9,2019,Gas- Residential,Y,0,0,NA
93450,7,2019,Gas- Residential,N,123,2363,19
93450,8,2019,Gas- Residential,N,123,2219,18
93450,9,2019,Gas- Residential,N,122,2236,18
93451,7,2019,Gas- Residential,Y,0,0,NA
93451,8,2019,Gas- Residential,Y,0,0,NA
93451,9,2019,Gas- Residential,Y,0,0,NA
93461,7,2019,Gas- Residential,Y,319,4791,15
93461,8,2019,Gas- Residential,Y,321,4539,14
93461,9,2019,Gas- Residential,Y,321,4959,15
93465,7,2019,Gas- Residential,Y,0,0,NA
93465,8,2019,Gas- Residential,Y,0,0,NA
93465,9,2019,Gas- Residential,Y,0,0,NA
93516,7,2019,Gas- Residential,Y,722,11532,16
93516,8,2019,Gas- Residential,Y,727,11204,15
93516,9,2019,Gas- Residential,Y,731,12198,17
93523,7,2019,Gas- Residential,N,386,4801,12
93523,8,2019,Gas- Residential,N,387,4529,12
93523,9,2019,Gas- Residential,N,388,5042,13
93526,7,2019,Gas- Residential,Y,0,0,NA
93526,8,2019,Gas- Residential,Y,0,0,NA
93526,9,2019,Gas- Residential,Y,0,0,NA
93555,7,2019,Gas- Residential,N,12275,124047,10
93555,8,2019,Gas- Residential,N,12270,134651,11
93555,9,2019,Gas- Residential,N,12280,145736,12
93561,7,2019,Gas- Residential,N,1403,22910,16
93561,8,2019,Gas- Residential,N,1403,20666,15
93561,9,2019,Gas- Residential,N,1396,28362,20
93562,7,2019,Gas- Residential,N,675,5329,8
93562,8,2019,Gas- Residential,N,664,11505,17
93562,9,2019,Gas- Residential,N,659,6005,9
93606,7,2019,Gas- Residential,N,280,8889,32
93606,8,2019,Gas- Residential,N,280,4224,15
93606,9,2019,Gas- Residential,N,281,4579,16
93608,7,2019,Gas- Residential,Y,0,0,NA
93608,8,2019,Gas- Residential,Y,0,0,NA
93608,9,2019,Gas- Residential,Y,0,0,NA
93610,7,2019,Gas- Residential,N,4252,58357,14
93610,8,2019,Gas- Residential,N,4254,57611,14
93610,9,2019,Gas- Residential,N,4259,74106,17
93611,7,2019,Gas- Residential,N,15945,206805,13
93611,8,2019,Gas- Residential,N,15973,207465,13
93611,9,2019,Gas- Residential,N,15960,223457,14
93612,7,2019,Gas- Residential,N,13914,171894,12
93612,8,2019,Gas- Residential,N,13965,163783,12
93612,9,2019,Gas- Residential,N,13967,173473,12
93616,7,2019,Gas- Residential,Y,0,0,NA
93616,8,2019,Gas- Residential,Y,0,0,NA
93616,9,2019,Gas- Residential,Y,0,0,NA
93619,7,2019,Gas- Residential,N,10143,119619,12
93619,8,2019,Gas- Residential,N,10189,121167,12
93619,9,2019,Gas- Residential,N,10214,134500,13
93620,7,2019,Gas- Residential,N,2197,29497,13
93620,8,2019,Gas- Residential,N,2197,29138,13
93620,9,2019,Gas- Residential,N,2195,36238,17
93622,7,2019,Gas- Residential,N,2077,32959,16
93622,8,2019,Gas- Residential,N,2075,32267,16
93622,9,2019,Gas- Residential,N,2073,33616,16
93625,7,2019,Gas- Residential,Y,1804,24662,14
93625,8,2019,Gas- Residential,Y,1803,24769,14
93625,9,2019,Gas- Residential,Y,1806,31126,17
93627,7,2019,Gas- Residential,Y,0,0,NA
93627,8,2019,Gas- Residential,Y,0,0,NA
93627,9,2019,Gas- Residential,Y,0,0,NA
93630,7,2019,Gas- Residential,N,4425,57890,13
93630,8,2019,Gas- Residential,N,4429,56124,13
93630,9,2019,Gas- Residential,N,4437,58714,13
93635,7,2019,Gas- Residential,N,12084,177506,15
93635,8,2019,Gas- Residential,N,12122,174980,14
93635,9,2019,Gas- Residential,N,12114,179100,15
93636,7,2019,Gas- Residential,N,422,3044,7
93636,8,2019,Gas- Residential,N,443,5059,11
93636,9,2019,Gas- Residential,N,458,10338,23
93637,7,2019,Gas- Residential,N,10331,134827,13
93637,8,2019,Gas- Residential,N,10354,131508,13
93637,9,2019,Gas- Residential,N,10325,137188,13
93638,7,2019,Gas- Residential,Y,8341,127432,15
93638,8,2019,Gas- Residential,Y,8348,125856,15
93638,9,2019,Gas- Residential,Y,8342,133860,16
93640,7,2019,Gas- Residential,N,2583,54078,21
93640,8,2019,Gas- Residential,N,2593,53215,21
93640,9,2019,Gas- Residential,N,2598,55748,21
93650,7,2019,Gas- Residential,N,1233,18450,15
93650,8,2019,Gas- Residential,N,1237,18243,15
93650,9,2019,Gas- Residential,N,1237,19547,16
93653,7,2019,Gas- Residential,Y,0,0,NA
93653,8,2019,Gas- Residential,Y,0,0,NA
93653,9,2019,Gas- Residential,Y,0,0,NA
93657,7,2019,Gas- Residential,Y,7580,108661,14
93657,8,2019,Gas- Residential,Y,7592,112984,15
93657,9,2019,Gas- Residential,Y,7608,112808,15
93660,7,2019,Gas- Residential,Y,959,16904,18
93660,8,2019,Gas- Residential,Y,961,22315,23
93660,9,2019,Gas- Residential,Y,963,22934,24
93662,7,2019,Gas- Residential,N,5953,95041,16
93662,8,2019,Gas- Residential,N,5955,90296,15
93662,9,2019,Gas- Residential,N,5953,90818,15
93665,7,2019,Gas- Residential,N,187,3139,17
93665,8,2019,Gas- Residential,N,187,2952,16
93665,9,2019,Gas- Residential,N,189,3118,16
93667,7,2019,Gas- Residential,Y,0,0,NA
93667,8,2019,Gas- Residential,Y,0,0,NA
93667,9,2019,Gas- Residential,Y,0,0,NA
93668,7,2019,Gas- Residential,N,200,5055,25
93668,8,2019,Gas- Residential,N,200,2711,14
93668,9,2019,Gas- Residential,N,200,2425,12
93701,7,2019,Gas- Residential,N,3522,65812,19
93701,8,2019,Gas- Residential,N,3495,62466,18
93701,9,2019,Gas- Residential,N,3482,67058,19
93702,7,2019,Gas- Residential,N,11603,202832,17
93702,8,2019,Gas- Residential,N,11607,205441,18
93702,9,2019,Gas- Residential,N,11591,197653,17
93703,7,2019,Gas- Residential,N,9680,154636,16
93703,8,2019,Gas- Residential,N,9659,150119,16
93703,9,2019,Gas- Residential,N,9667,164615,17
93704,7,2019,Gas- Residential,N,11363,149111,13
93704,8,2019,Gas- Residential,N,11384,143971,13
93704,9,2019,Gas- Residential,N,11365,154588,14
93705,7,2019,Gas- Residential,N,11919,167652,14
93705,8,2019,Gas- Residential,N,11915,169091,14
93705,9,2019,Gas- Residential,N,11907,179706,15
93706,7,2019,Gas- Residential,N,8177,131449,16
93706,8,2019,Gas- Residential,N,8180,135425,17
93706,9,2019,Gas- Residential,N,8183,138619,17
93710,7,2019,Gas- Residential,N,10593,138872,13
93710,8,2019,Gas- Residential,N,10698,135617,13
93710,9,2019,Gas- Residential,N,10715,142731,13
93711,7,2019,Gas- Residential,N,15385,229861,15
93711,8,2019,Gas- Residential,N,15383,232717,15
93711,9,2019,Gas- Residential,N,15394,244934,16
93720,7,2019,Gas- Residential,N,18168,237827,13
93720,8,2019,Gas- Residential,N,18191,240969,13
93720,9,2019,Gas- Residential,N,18178,264732,15
93721,7,2019,Gas- Residential,N,1460,19271,13
93721,8,2019,Gas- Residential,N,1453,19026,13
93721,9,2019,Gas- Residential,N,1446,18706,13
93722,7,2019,Gas- Residential,N,25924,348264,13
93722,8,2019,Gas- Residential,N,25939,346686,13
93722,9,2019,Gas- Residential,N,25881,372419,14
93723,7,2019,Gas- Residential,N,2519,31259,12
93723,8,2019,Gas- Residential,N,2517,31247,12
93723,9,2019,Gas- Residential,N,2517,33696,13
93725,7,2019,Gas- Residential,N,5236,74712,14
93725,8,2019,Gas- Residential,N,5238,76172,15
93725,9,2019,Gas- Residential,N,5242,83476,16
93726,7,2019,Gas- Residential,N,14106,188569,13
93726,8,2019,Gas- Residential,N,14116,187078,13
93726,9,2019,Gas- Residential,N,14095,195104,14
93727,7,2019,Gas- Residential,N,22717,307900,14
93727,8,2019,Gas- Residential,N,22756,306515,13
93727,9,2019,Gas- Residential,N,22767,319619,14
93728,7,2019,Gas- Residential,N,5232,85673,16
93728,8,2019,Gas- Residential,N,5237,83957,16
93728,9,2019,Gas- Residential,N,5234,84440,16
93730,7,2019,Gas- Residential,N,4277,70640,17
93730,8,2019,Gas- Residential,N,4297,61899,14
