ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
95951,4,2017,Gas- Commercial,Y,0,0,NA
95951,5,2017,Gas- Commercial,Y,0,0,NA
95951,6,2017,Gas- Commercial,Y,0,0,NA
95953,4,2017,Gas- Commercial,Y,0,0,NA
95953,5,2017,Gas- Commercial,Y,0,0,NA
95953,6,2017,Gas- Commercial,Y,0,0,NA
95955,4,2017,Gas- Commercial,Y,0,0,NA
95955,5,2017,Gas- Commercial,Y,0,0,NA
95955,6,2017,Gas- Commercial,Y,0,0,NA
95957,4,2017,Gas- Commercial,Y,0,0,NA
95957,5,2017,Gas- Commercial,Y,0,0,NA
95957,6,2017,Gas- Commercial,Y,0,0,NA
95959,4,2017,Gas- Commercial,N,314,53392,170
95959,5,2017,Gas- Commercial,Y,0,0,NA
95959,6,2017,Gas- Commercial,Y,0,0,NA
95961,4,2017,Gas- Commercial,N,99,14134,143
95961,5,2017,Gas- Commercial,Y,0,0,NA
95961,6,2017,Gas- Commercial,Y,0,0,NA
95963,4,2017,Gas- Commercial,Y,428,48702,114
95963,5,2017,Gas- Commercial,Y,441,34658,79
95963,6,2017,Gas- Commercial,Y,459,30797,67
95965,4,2017,Gas- Commercial,Y,0,0,NA
95965,5,2017,Gas- Commercial,Y,603,67827,112
95965,6,2017,Gas- Commercial,Y,0,0,NA
95966,4,2017,Gas- Commercial,Y,0,0,NA
95966,5,2017,Gas- Commercial,Y,0,0,NA
95966,6,2017,Gas- Commercial,Y,0,0,NA
95968,4,2017,Gas- Commercial,Y,0,0,NA
95968,5,2017,Gas- Commercial,Y,0,0,NA
95968,6,2017,Gas- Commercial,Y,0,0,NA
95969,4,2017,Gas- Commercial,Y,837,125197,150
95969,5,2017,Gas- Commercial,N,515,39274,76
95969,6,2017,Gas- Commercial,Y,825,64785,79
95970,4,2017,Gas- Commercial,Y,0,0,NA
95970,5,2017,Gas- Commercial,Y,0,0,NA
95970,6,2017,Gas- Commercial,Y,0,0,NA
95973,4,2017,Gas- Commercial,Y,0,0,NA
95973,5,2017,Gas- Commercial,Y,0,0,NA
95973,6,2017,Gas- Commercial,Y,0,0,NA
95975,4,2017,Gas- Commercial,Y,0,0,NA
95975,5,2017,Gas- Commercial,Y,0,0,NA
95975,6,2017,Gas- Commercial,Y,0,0,NA
95982,4,2017,Gas- Commercial,Y,0,0,NA
95982,5,2017,Gas- Commercial,Y,0,0,NA
95982,6,2017,Gas- Commercial,Y,0,0,NA
95987,4,2017,Gas- Commercial,Y,0,0,NA
95987,5,2017,Gas- Commercial,Y,0,0,NA
95987,6,2017,Gas- Commercial,Y,0,0,NA
95988,4,2017,Gas- Commercial,Y,0,0,NA
95988,5,2017,Gas- Commercial,Y,0,0,NA
95988,6,2017,Gas- Commercial,Y,0,0,NA
95991,4,2017,Gas- Commercial,N,945,130114,138
95991,5,2017,Gas- Commercial,N,938,106153,113
95991,6,2017,Gas- Commercial,Y,1031,102003,99
95993,4,2017,Gas- Commercial,Y,525,66202,126
95993,5,2017,Gas- Commercial,Y,524,48656,93
95993,6,2017,Gas- Commercial,Y,440,34592,79
96001,4,2017,Gas- Commercial,N,793,114120,144
96001,5,2017,Gas- Commercial,N,782,64386,82
96001,6,2017,Gas- Commercial,N,775,54966,71
96002,4,2017,Gas- Commercial,N,799,96156,120
96002,5,2017,Gas- Commercial,N,791,60618,77
96002,6,2017,Gas- Commercial,N,781,53613,69
96003,4,2017,Gas- Commercial,N,502,77455,154
96003,5,2017,Gas- Commercial,N,499,49344,99
96003,6,2017,Gas- Commercial,N,499,43275,87
96007,4,2017,Gas- Commercial,Y,371,41741,113
96007,5,2017,Gas- Commercial,Y,0,0,NA
96007,6,2017,Gas- Commercial,Y,0,0,NA
96013,4,2017,Gas- Commercial,Y,204,32622,160
96013,5,2017,Gas- Commercial,Y,202,15439,76
96013,6,2017,Gas- Commercial,Y,201,11563,58
96019,4,2017,Gas- Commercial,N,98,14062,143
96019,5,2017,Gas- Commercial,N,96,6606,69
96019,6,2017,Gas- Commercial,N,94,5483,58
96021,4,2017,Gas- Commercial,N,190,25427,134
96021,5,2017,Gas- Commercial,Y,0,0,NA
96021,6,2017,Gas- Commercial,Y,0,0,NA
96022,4,2017,Gas- Commercial,N,83,5074,61
96022,5,2017,Gas- Commercial,Y,0,0,NA
96022,6,2017,Gas- Commercial,Y,0,0,NA
96028,4,2017,Gas- Commercial,Y,0,0,NA
96028,5,2017,Gas- Commercial,Y,0,0,NA
96028,6,2017,Gas- Commercial,Y,0,0,NA
96035,4,2017,Gas- Commercial,Y,0,0,NA
96035,5,2017,Gas- Commercial,Y,0,0,NA
96035,6,2017,Gas- Commercial,Y,0,0,NA
96056,4,2017,Gas- Commercial,Y,0,0,NA
96056,5,2017,Gas- Commercial,Y,0,0,NA
96056,6,2017,Gas- Commercial,Y,0,0,NA
96076,4,2017,Gas- Commercial,Y,0,0,NA
96076,5,2017,Gas- Commercial,Y,0,0,NA
96076,6,2017,Gas- Commercial,Y,0,0,NA
96080,4,2017,Gas- Commercial,Y,524,78064,149
96080,5,2017,Gas- Commercial,Y,1157,99719,86
96080,6,2017,Gas- Commercial,Y,1150,89720,78
96088,4,2017,Gas- Commercial,Y,0,0,NA
96088,5,2017,Gas- Commercial,Y,0,0,NA
96088,6,2017,Gas- Commercial,Y,0,0,NA
92304,4,2017,Gas- Residential,Y,0,0,NA
92304,5,2017,Gas- Residential,Y,0,0,NA
92304,6,2017,Gas- Residential,Y,0,0,NA
92365,4,2017,Gas- Residential,Y,0,0,NA
92365,5,2017,Gas- Residential,Y,0,0,NA
92365,6,2017,Gas- Residential,Y,0,0,NA
93203,4,2017,Gas- Residential,Y,0,0,NA
93203,5,2017,Gas- Residential,Y,0,0,NA
93203,6,2017,Gas- Residential,Y,0,0,NA
93204,4,2017,Gas- Residential,N,2254,56433,25
93204,5,2017,Gas- Residential,N,2254,44552,20
93204,6,2017,Gas- Residential,N,2256,35323,16
93210,4,2017,Gas- Residential,Y,0,0,NA
93210,5,2017,Gas- Residential,Y,0,0,NA
93210,6,2017,Gas- Residential,Y,0,0,NA
93224,4,2017,Gas- Residential,Y,0,0,NA
93224,5,2017,Gas- Residential,Y,0,0,NA
93224,6,2017,Gas- Residential,Y,0,0,NA
93234,4,2017,Gas- Residential,Y,1399,34708,25
93234,5,2017,Gas- Residential,Y,1406,28379,20
93234,6,2017,Gas- Residential,Y,1411,23286,17
93239,4,2017,Gas- Residential,N,326,7367,23
93239,5,2017,Gas- Residential,N,327,5979,18
93239,6,2017,Gas- Residential,N,328,5447,17
93252,4,2017,Gas- Residential,N,378,8684,23
93252,5,2017,Gas- Residential,N,380,7229,19
93252,6,2017,Gas- Residential,N,382,5564,15
93263,4,2017,Gas- Residential,Y,0,0,NA
93263,5,2017,Gas- Residential,Y,0,0,NA
93263,6,2017,Gas- Residential,Y,0,0,NA
93268,4,2017,Gas- Residential,Y,4708,111605,24
93268,5,2017,Gas- Residential,Y,4719,93519,20
93268,6,2017,Gas- Residential,Y,4708,77701,17
93301,4,2017,Gas- Residential,N,4942,103782,21
93301,5,2017,Gas- Residential,N,4928,86384,18
93301,6,2017,Gas- Residential,N,4957,74973,15
93304,4,2017,Gas- Residential,N,14801,358158,24
93304,5,2017,Gas- Residential,N,14837,306696,21
93304,6,2017,Gas- Residential,N,14847,249812,17
93305,4,2017,Gas- Residential,N,10522,260190,25
93305,5,2017,Gas- Residential,N,10532,225176,21
93305,6,2017,Gas- Residential,N,10520,171383,16
93306,4,2017,Gas- Residential,N,20482,482745,24
93306,5,2017,Gas- Residential,N,20510,398516,19
93306,6,2017,Gas- Residential,N,20517,311749,15
93307,4,2017,Gas- Residential,Y,19843,482704,24
93307,5,2017,Gas- Residential,Y,19857,424130,21
93307,6,2017,Gas- Residential,Y,19851,336857,17
93308,4,2017,Gas- Residential,N,5863,141695,24
93308,5,2017,Gas- Residential,N,5848,119650,20
93308,6,2017,Gas- Residential,N,5866,94451,16
93309,4,2017,Gas- Residential,Y,12233,228314,19
93309,5,2017,Gas- Residential,Y,12229,196603,16
93309,6,2017,Gas- Residential,Y,12201,167473,14
93311,4,2017,Gas- Residential,N,8958,194324,22
93311,5,2017,Gas- Residential,N,8985,166544,19
93311,6,2017,Gas- Residential,N,8992,127313,14
93312,4,2017,Gas- Residential,Y,0,0,NA
93312,5,2017,Gas- Residential,Y,0,0,NA
93312,6,2017,Gas- Residential,Y,0,0,NA
93313,4,2017,Gas- Residential,N,14165,313857,22
93313,5,2017,Gas- Residential,N,14210,270603,19
93313,6,2017,Gas- Residential,N,14245,223849,16
93314,4,2017,Gas- Residential,Y,1185,23473,20
93314,5,2017,Gas- Residential,Y,1191,19662,17
93314,6,2017,Gas- Residential,Y,1194,15704,13
93446,4,2017,Gas- Residential,Y,0,0,NA
93446,5,2017,Gas- Residential,Y,0,0,NA
93446,6,2017,Gas- Residential,Y,0,0,NA
93450,4,2017,Gas- Residential,N,125,3375,27
93450,5,2017,Gas- Residential,N,125,2871,23
93450,6,2017,Gas- Residential,N,124,2411,19
93451,4,2017,Gas- Residential,Y,0,0,NA
93451,5,2017,Gas- Residential,Y,0,0,NA
93451,6,2017,Gas- Residential,Y,0,0,NA
93455,4,2017,Gas- Residential,Y,0,0,NA
93455,5,2017,Gas- Residential,Y,0,0,NA
93455,6,2017,Gas- Residential,Y,0,0,NA
93461,4,2017,Gas- Residential,Y,321,9832,31
93461,5,2017,Gas- Residential,Y,319,7381,23
93461,6,2017,Gas- Residential,Y,321,5457,17
93465,4,2017,Gas- Residential,Y,0,0,NA
93465,5,2017,Gas- Residential,Y,0,0,NA
93465,6,2017,Gas- Residential,Y,0,0,NA
93516,4,2017,Gas- Residential,Y,734,21909,30
93516,5,2017,Gas- Residential,Y,728,16665,23
93516,6,2017,Gas- Residential,Y,723,12184,17
93523,4,2017,Gas- Residential,N,388,9577,25
93523,5,2017,Gas- Residential,N,387,7077,18
93523,6,2017,Gas- Residential,N,389,5074,13
93526,4,2017,Gas- Residential,Y,0,0,NA
93526,5,2017,Gas- Residential,Y,0,0,NA
93526,6,2017,Gas- Residential,Y,0,0,NA
93555,4,2017,Gas- Residential,N,12235,215569,18
93555,5,2017,Gas- Residential,N,12177,185881,15
93555,6,2017,Gas- Residential,N,12169,138649,11
93561,4,2017,Gas- Residential,N,1383,72996,53
93561,5,2017,Gas- Residential,N,1383,46094,33
93561,6,2017,Gas- Residential,N,1382,25316,18
93562,4,2017,Gas- Residential,N,697,11211,16
93562,5,2017,Gas- Residential,N,691,9125,13
93562,6,2017,Gas- Residential,N,687,6894,10
93606,4,2017,Gas- Residential,N,278,7051,25
93606,5,2017,Gas- Residential,N,278,5654,20
93606,6,2017,Gas- Residential,N,280,4549,16
93608,4,2017,Gas- Residential,Y,0,0,NA
93608,5,2017,Gas- Residential,Y,0,0,NA
93608,6,2017,Gas- Residential,Y,0,0,NA
93610,4,2017,Gas- Residential,N,4127,109790,27
93610,5,2017,Gas- Residential,N,4132,71965,17
93610,6,2017,Gas- Residential,N,4132,58368,14
93611,4,2017,Gas- Residential,N,15672,385198,25
93611,5,2017,Gas- Residential,N,15696,269873,17
93611,6,2017,Gas- Residential,N,15700,206481,13
93612,4,2017,Gas- Residential,N,13389,274787,21
93612,5,2017,Gas- Residential,N,13417,206808,15
93612,6,2017,Gas- Residential,N,13429,159776,12
93616,4,2017,Gas- Residential,Y,0,0,NA
93616,5,2017,Gas- Residential,Y,0,0,NA
93616,6,2017,Gas- Residential,Y,0,0,NA
93619,4,2017,Gas- Residential,N,8541,205966,24
93619,5,2017,Gas- Residential,N,8588,145079,17
93619,6,2017,Gas- Residential,N,8623,108828,13
93620,4,2017,Gas- Residential,N,2119,51449,24
93620,5,2017,Gas- Residential,N,2126,37956,18
93620,6,2017,Gas- Residential,N,2127,29654,14
93622,4,2017,Gas- Residential,N,2054,49042,24
93622,5,2017,Gas- Residential,N,2052,39672,19
93622,6,2017,Gas- Residential,N,2052,33831,16
93625,4,2017,Gas- Residential,Y,1735,42324,24
93625,5,2017,Gas- Residential,Y,1738,31157,18
93625,6,2017,Gas- Residential,Y,1735,24360,14
93627,4,2017,Gas- Residential,Y,0,0,NA
93627,5,2017,Gas- Residential,Y,0,0,NA
93627,6,2017,Gas- Residential,Y,0,0,NA
93630,4,2017,Gas- Residential,N,4264,92842,22
93630,5,2017,Gas- Residential,N,4267,70333,16
93630,6,2017,Gas- Residential,N,4272,57025,13
93635,4,2017,Gas- Residential,N,11275,274669,24
93635,5,2017,Gas- Residential,N,11298,210019,19
93635,6,2017,Gas- Residential,N,11309,167345,15
93636,4,2017,Gas- Residential,Y,0,0,NA
93636,5,2017,Gas- Residential,Y,0,0,NA
93636,6,2017,Gas- Residential,Y,0,0,NA
93637,4,2017,Gas- Residential,N,10146,231458,23
93637,5,2017,Gas- Residential,N,10146,167023,16
93637,6,2017,Gas- Residential,N,10160,133262,13
93638,4,2017,Gas- Residential,N,8048,191178,24
93638,5,2017,Gas- Residential,N,8060,150220,19
93638,6,2017,Gas- Residential,N,8044,118580,15
93640,4,2017,Gas- Residential,N,2418,70306,29
93640,5,2017,Gas- Residential,N,2421,60754,25
93640,6,2017,Gas- Residential,N,2431,53603,22
93650,4,2017,Gas- Residential,N,1053,24708,23
93650,5,2017,Gas- Residential,N,1061,19647,19
93650,6,2017,Gas- Residential,N,1063,16295,15
93657,4,2017,Gas- Residential,Y,7346,185529,25
93657,5,2017,Gas- Residential,Y,7371,138182,19
93657,6,2017,Gas- Residential,Y,7381,111948,15
93660,4,2017,Gas- Residential,Y,957,22909,24
93660,5,2017,Gas- Residential,Y,957,19537,20
93660,6,2017,Gas- Residential,Y,958,16120,17
93662,4,2017,Gas- Residential,N,5910,149252,25
93662,5,2017,Gas- Residential,N,5911,114317,19
93662,6,2017,Gas- Residential,N,5911,88142,15
93665,4,2017,Gas- Residential,N,181,4801,27
93665,5,2017,Gas- Residential,N,181,3777,21
93665,6,2017,Gas- Residential,N,182,3110,17
93667,4,2017,Gas- Residential,Y,0,0,NA
93667,5,2017,Gas- Residential,Y,0,0,NA
93667,6,2017,Gas- Residential,Y,0,0,NA
93668,4,2017,Gas- Residential,N,197,4224,21
93668,5,2017,Gas- Residential,N,197,3081,16
93668,6,2017,Gas- Residential,N,198,2516,13
93701,4,2017,Gas- Residential,N,3366,76956,23
93701,5,2017,Gas- Residential,N,3381,65261,19
93701,6,2017,Gas- Residential,N,3367,54356,16
93702,4,2017,Gas- Residential,N,11414,285923,25
93702,5,2017,Gas- Residential,N,11405,226667,20
93702,6,2017,Gas- Residential,N,11403,182311,16
93703,4,2017,Gas- Residential,N,9588,237523,25
93703,5,2017,Gas- Residential,N,9593,177661,19
93703,6,2017,Gas- Residential,N,9577,141011,15
93704,4,2017,Gas- Residential,N,11202,274310,24
93704,5,2017,Gas- Residential,N,11222,185605,17
93704,6,2017,Gas- Residential,N,11239,145241,13
93705,4,2017,Gas- Residential,N,11843,296207,25
93705,5,2017,Gas- Residential,N,11859,208658,18
93705,6,2017,Gas- Residential,N,11837,164467,14
93706,4,2017,Gas- Residential,N,8169,214419,26
93706,5,2017,Gas- Residential,N,8167,164975,20
93706,6,2017,Gas- Residential,N,8152,129065,16
93710,4,2017,Gas- Residential,N,10816,242485,22
93710,5,2017,Gas- Residential,N,10756,168071,16
93710,6,2017,Gas- Residential,N,10696,129290,12
93711,4,2017,Gas- Residential,N,15352,436574,28
93711,5,2017,Gas- Residential,N,15369,304700,20
93711,6,2017,Gas- Residential,N,15344,237241,15
93720,4,2017,Gas- Residential,N,17531,433041,25
93720,5,2017,Gas- Residential,N,17555,309468,18
93720,6,2017,Gas- Residential,N,17546,236200,13
93721,4,2017,Gas- Residential,N,1391,25931,19
93721,5,2017,Gas- Residential,N,1391,19680,14
93721,6,2017,Gas- Residential,N,1387,15504,11
93722,4,2017,Gas- Residential,N,25579,579948,23
93722,5,2017,Gas- Residential,N,25582,437809,17
93722,6,2017,Gas- Residential,N,25547,347982,14
93723,4,2017,Gas- Residential,N,2347,57535,25
93723,5,2017,Gas- Residential,N,2350,39668,17
93723,6,2017,Gas- Residential,N,2361,30676,13
93725,4,2017,Gas- Residential,N,5115,121282,24
93725,5,2017,Gas- Residential,N,5123,95238,19
93725,6,2017,Gas- Residential,N,5133,77391,15
93726,4,2017,Gas- Residential,N,13858,315984,23
93726,5,2017,Gas- Residential,N,13864,248546,18
93726,6,2017,Gas- Residential,N,13850,189640,14
93727,4,2017,Gas- Residential,N,21593,505175,23
93727,5,2017,Gas- Residential,N,21601,365785,17
93727,6,2017,Gas- Residential,N,21620,292136,14
93728,4,2017,Gas- Residential,N,5197,134197,26
93728,5,2017,Gas- Residential,N,5196,94064,18
93728,6,2017,Gas- Residential,N,5181,73783,14
93730,4,2017,Gas- Residential,Y,4018,111314,28
93730,5,2017,Gas- Residential,Y,4030,77369,19
93730,6,2017,Gas- Residential,Y,4036,57714,14
93737,4,2017,Gas- Residential,N,724,14282,20
93737,5,2017,Gas- Residential,N,743,11020,15
93737,6,2017,Gas- Residential,N,750,8316,11
93901,4,2017,Gas- Residential,N,9007,275119,31
93901,5,2017,Gas- Residential,N,9008,259972,29
93901,6,2017,Gas- Residential,N,8988,198629,22
93905,4,2017,Gas- Residential,N,12035,363608,30
93905,5,2017,Gas- Residential,N,12049,359969,30
93905,6,2017,Gas- Residential,N,12043,320170,27
93906,4,2017,Gas- Residential,N,15580,459462,29
93906,5,2017,Gas- Residential,N,15564,425026,27
93906,6,2017,Gas- Residential,N,15532,359050,23
93907,4,2017,Gas- Residential,N,4987,156864,31
93907,5,2017,Gas- Residential,N,4982,137466,28
93907,6,2017,Gas- Residential,N,4985,108792,22
93908,4,2017,Gas- Residential,N,3040,138363,46
93908,5,2017,Gas- Residential,N,3037,115237,38
93908,6,2017,Gas- Residential,N,3033,81460,27
93920,4,2017,Gas- Residential,Y,0,0,NA
93920,5,2017,Gas- Residential,Y,0,0,NA
93920,6,2017,Gas- Residential,Y,0,0,NA
93921,4,2017,Gas- Residential,N,1658,73306,44
93921,5,2017,Gas- Residential,N,1658,69671,42
93921,6,2017,Gas- Residential,N,1659,48487,29
93923,4,2017,Gas- Residential,N,5400,300936,56
93923,5,2017,Gas- Residential,N,5404,275591,51
93923,6,2017,Gas- Residential,N,5401,186275,34
93924,4,2017,Gas- Residential,N,1443,73039,51
93924,5,2017,Gas- Residential,N,1446,58013,40
93924,6,2017,Gas- Residential,N,1448,42493,29
93925,4,2017,Gas- Residential,N,239,7216,30
93925,5,2017,Gas- Residential,N,239,7141,30
93925,6,2017,Gas- Residential,N,239,6415,27
93926,4,2017,Gas- Residential,N,2016,59769,30
93926,5,2017,Gas- Residential,N,2012,55807,28
93926,6,2017,Gas- Residential,N,2013,48102,24
93927,4,2017,Gas- Residential,Y,3867,112294,29
93927,5,2017,Gas- Residential,Y,3868,105227,27
93927,6,2017,Gas- Residential,Y,3862,91991,24
93930,4,2017,Gas- Residential,Y,3461,99874,29
93930,5,2017,Gas- Residential,Y,3466,90422,26
93930,6,2017,Gas- Residential,Y,3464,77595,22
93933,4,2017,Gas- Residential,N,7689,216148,28
93933,5,2017,Gas- Residential,N,7707,199819,26
93933,6,2017,Gas- Residential,N,7694,155132,20
93940,4,2017,Gas- Residential,Y,11296,405742,36
93940,5,2017,Gas- Residential,Y,11298,371015,33
93940,6,2017,Gas- Residential,Y,11277,272797,24
93943,4,2017,Gas- Residential,Y,0,0,NA
93943,5,2017,Gas- Residential,Y,0,0,NA
93943,6,2017,Gas- Residential,Y,0,0,NA
93950,4,2017,Gas- Residential,N,6833,240730,35
93950,5,2017,Gas- Residential,N,6832,235231,34
93950,6,2017,Gas- Residential,N,6832,170129,25
93953,4,2017,Gas- Residential,N,2675,187889,70
93953,5,2017,Gas- Residential,N,2674,177791,66
93953,6,2017,Gas- Residential,N,2675,125675,47
93955,4,2017,Gas- Residential,N,8575,287021,33
93955,5,2017,Gas- Residential,N,8606,268589,31
93955,6,2017,Gas- Residential,N,8592,208346,24
93960,4,2017,Gas- Residential,N,4053,117085,29
93960,5,2017,Gas- Residential,N,4065,109986,27
93960,6,2017,Gas- Residential,N,4068,94987,23
93962,4,2017,Gas- Residential,N,268,9011,34
93962,5,2017,Gas- Residential,N,268,8233,31
93962,6,2017,Gas- Residential,N,269,6342,24
94002,4,2017,Gas- Residential,N,9372,356224,38
94002,5,2017,Gas- Residential,N,9395,279045,30
94002,6,2017,Gas- Residential,N,9378,208595,22
94005,4,2017,Gas- Residential,N,1713,52163,30
94005,5,2017,Gas- Residential,N,1713,48828,29
94005,6,2017,Gas- Residential,N,1715,33831,20
94010,4,2017,Gas- Residential,N,14406,791108,55
94010,5,2017,Gas- Residential,N,14404,610051,42
94010,6,2017,Gas- Residential,N,14382,473409,33
94014,4,2017,Gas- Residential,N,11650,363130,31
94014,5,2017,Gas- Residential,N,11649,339140,29
94014,6,2017,Gas- Residential,N,11653,284222,24
94015,4,2017,Gas- Residential,N,15267,540902,35
94015,5,2017,Gas- Residential,N,15263,509018,33
94015,6,2017,Gas- Residential,N,15248,415930,27
94018,4,2017,Gas- Residential,N,1624,60640,37
94018,5,2017,Gas- Residential,N,1622,53982,33
94018,6,2017,Gas- Residential,N,1622,39184,24
94019,4,2017,Gas- Residential,N,4001,169050,42
94019,5,2017,Gas- Residential,N,4002,149190,37
94019,6,2017,Gas- Residential,N,4002,105352,26
94020,4,2017,Gas- Residential,Y,0,0,NA
94020,5,2017,Gas- Residential,Y,0,0,NA
94020,6,2017,Gas- Residential,Y,0,0,NA
94022,4,2017,Gas- Residential,N,6600,367308,56
94022,5,2017,Gas- Residential,N,6606,256870,39
94022,6,2017,Gas- Residential,N,6609,191923,29
94024,4,2017,Gas- Residential,N,7549,365041,48
94024,5,2017,Gas- Residential,N,7556,242801,32
94024,6,2017,Gas- Residential,N,7552,192951,26
94025,4,2017,Gas- Residential,N,14531,574327,40
94025,5,2017,Gas- Residential,N,14495,411062,28
94025,6,2017,Gas- Residential,N,14453,318788,22
94027,4,2017,Gas- Residential,N,2369,269663,114
94027,5,2017,Gas- Residential,N,2366,224148,95
94027,6,2017,Gas- Residential,N,2366,154900,65
94028,4,2017,Gas- Residential,N,2240,177380,79
94028,5,2017,Gas- Residential,N,2236,113549,51
94028,6,2017,Gas- Residential,N,2238,78449,35
94030,4,2017,Gas- Residential,N,7216,271396,38
94030,5,2017,Gas- Residential,N,7222,210830,29
94030,6,2017,Gas- Residential,N,7227,160523,22
94037,4,2017,Gas- Residential,N,777,31961,41
94037,5,2017,Gas- Residential,N,778,28193,36
94037,6,2017,Gas- Residential,N,777,20132,26
94038,4,2017,Gas- Residential,N,597,29740,50
94038,5,2017,Gas- Residential,N,597,27582,46
94038,6,2017,Gas- Residential,N,596,20374,34
94040,4,2017,Gas- Residential,N,9866,337619,34
94040,5,2017,Gas- Residential,N,9885,258615,26
94040,6,2017,Gas- Residential,N,9878,209566,21
94041,4,2017,Gas- Residential,N,5232,150914,29
94041,5,2017,Gas- Residential,N,5232,115565,22
94041,6,2017,Gas- Residential,N,5232,95210,18
94043,4,2017,Gas- Residential,N,8391,258870,31
94043,5,2017,Gas- Residential,N,8386,206837,25
94043,6,2017,Gas- Residential,N,8370,173962,21
94044,4,2017,Gas- Residential,N,12575,463186,37
94044,5,2017,Gas- Residential,N,12580,416877,33
94044,6,2017,Gas- Residential,N,12554,317761,25
94061,4,2017,Gas- Residential,N,12267,402048,33
94061,5,2017,Gas- Residential,N,12245,285088,23
94061,6,2017,Gas- Residential,N,12231,225721,18
94062,4,2017,Gas- Residential,N,8588,468806,55
94062,5,2017,Gas- Residential,N,8597,328098,38
94062,6,2017,Gas- Residential,N,8586,245208,29
94063,4,2017,Gas- Residential,N,6823,199370,29
94063,5,2017,Gas- Residential,N,6832,167291,24
94063,6,2017,Gas- Residential,N,6829,141070,21
94065,4,2017,Gas- Residential,N,4223,120078,28
94065,5,2017,Gas- Residential,N,4220,90971,22
94065,6,2017,Gas- Residential,N,4212,71249,17
94066,4,2017,Gas- Residential,N,11386,433009,38
94066,5,2017,Gas- Residential,N,11377,373111,33
94066,6,2017,Gas- Residential,N,11378,299925,26
94070,4,2017,Gas- Residential,N,11118,419658,38
94070,5,2017,Gas- Residential,N,11123,305515,27
94070,6,2017,Gas- Residential,N,11121,227603,20
94080,4,2017,Gas- Residential,N,17413,587986,34
94080,5,2017,Gas- Residential,N,17434,536581,31
94080,6,2017,Gas- Residential,N,17417,440858,25
94085,4,2017,Gas- Residential,N,5548,171049,31
94085,5,2017,Gas- Residential,N,5570,140966,25
94085,6,2017,Gas- Residential,N,5579,122681,22
94086,4,2017,Gas- Residential,N,12187,408777,34
94086,5,2017,Gas- Residential,N,12209,314732,26
94086,6,2017,Gas- Residential,N,12228,264123,22
94087,4,2017,Gas- Residential,N,17160,578521,34
94087,5,2017,Gas- Residential,N,17133,406176,24
94087,6,2017,Gas- Residential,N,17116,327417,19
94089,4,2017,Gas- Residential,N,3371,116348,35
94089,5,2017,Gas- Residential,N,3370,97532,29
94089,6,2017,Gas- Residential,N,3358,85170,25
94102,4,2017,Gas- Residential,N,5404,253140,47
94102,5,2017,Gas- Residential,N,5402,248618,46
94102,6,2017,Gas- Residential,N,5399,204216,38
94103,4,2017,Gas- Residential,N,5833,206888,35
94103,5,2017,Gas- Residential,N,5842,195930,34
94103,6,2017,Gas- Residential,N,5848,169005,29
94104,4,2017,Gas- Residential,Y,0,0,NA
94104,5,2017,Gas- Residential,Y,0,0,NA
94104,6,2017,Gas- Residential,Y,0,0,NA
94105,4,2017,Gas- Residential,N,192,27446,143
94105,5,2017,Gas- Residential,N,190,31313,165
94105,6,2017,Gas- Residential,N,192,22756,119
94107,4,2017,Gas- Residential,Y,5533,189630,34
94107,5,2017,Gas- Residential,Y,5529,171263,31
94107,6,2017,Gas- Residential,Y,5526,145782,26
94108,4,2017,Gas- Residential,Y,3542,165363,47
94108,5,2017,Gas- Residential,Y,3548,154190,43
94108,6,2017,Gas- Residential,Y,3546,128597,36
94109,4,2017,Gas- Residential,N,19636,870086,44
94109,5,2017,Gas- Residential,N,19628,839040,43
94109,6,2017,Gas- Residential,N,19585,714963,37
94110,4,2017,Gas- Residential,N,22251,621945,28
94110,5,2017,Gas- Residential,N,22240,559925,25
94110,6,2017,Gas- Residential,N,22238,462038,21
94111,4,2017,Gas- Residential,Y,0,0,NA
94111,5,2017,Gas- Residential,Y,0,0,NA
94111,6,2017,Gas- Residential,Y,0,0,NA
94112,4,2017,Gas- Residential,N,18448,614007,33
94112,5,2017,Gas- Residential,N,18472,588033,32
94112,6,2017,Gas- Residential,N,18460,498869,27
94114,4,2017,Gas- Residential,N,14433,459879,32
94114,5,2017,Gas- Residential,N,14423,412394,29
94114,6,2017,Gas- Residential,N,14429,327033,23
94115,4,2017,Gas- Residential,N,10726,513200,48
94115,5,2017,Gas- Residential,N,10744,489291,46
94115,6,2017,Gas- Residential,N,10713,398548,37
94116,4,2017,Gas- Residential,N,12898,423378,33
94116,5,2017,Gas- Residential,N,12914,390223,30
94116,6,2017,Gas- Residential,N,12927,307684,24
94117,4,2017,Gas- Residential,N,15849,519912,33
94117,5,2017,Gas- Residential,N,15819,488477,31
94117,6,2017,Gas- Residential,N,15816,398528,25
94118,4,2017,Gas- Residential,N,14764,540998,37
94118,5,2017,Gas- Residential,N,14796,513264,35
94118,6,2017,Gas- Residential,N,14769,401420,27
94121,4,2017,Gas- Residential,N,14842,486566,33
94121,5,2017,Gas- Residential,N,14846,457440,31
94121,6,2017,Gas- Residential,N,14834,365080,25
94122,4,2017,Gas- Residential,N,18591,568742,31
